workerid,proliferate.condition,correct_answer,duration,is_correct,name,num_fails,prompt,response,response_type,type,error
422,pedagogical-1,been_while,4.061,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
422,pedagogical-1,NA,20.77,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The elephant is a researcher at this planet and wants me to observe the dax's purple petals,freeform,followup,
410,pedagogical-1,Susan,9.795,,botcaptcha,0,"John says to Susan: ""It's a beautiful day, isn't it?"" Who is John talking to?",['susan'],freeform,attention,
410,pedagogical-1,tiger,17.086,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",tiger,freeform,attention,
410,pedagogical-1,,16.858,,,,,,,introduction,
410,pedagogical-1,NA,9.301,True,predicted_probability,,Imagine that you come across another fep. What are the chances that it has green feathers?,0.95,slider,followup,
410,pedagogical-1,fep,5.792,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,fep,grid,followup,
410,pedagogical-1,NA,8.479,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
410,pedagogical-1,NA,13.815,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,yes,mc,followup,
410,pedagogical-1,been_while,16.225,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
410,pedagogical-1,NA,31.659,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",I arrived at a new planet and met a fellow scientist who showed me a fep,freeform,followup,
325,pedagogical-1,Elizabeth,9.805,,botcaptcha,0,"Richard says to Elizabeth: ""It's a beautiful day, isn't it?"" Who is Richard talking to?",['Elizabeth'],freeform,attention,
325,pedagogical-1,shadow,52.412,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
325,pedagogical-1,,3.795,,,,,,,introduction,
325,pedagogical-1,NA,6.199,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.71,slider,followup,
325,pedagogical-1,dax,2.121,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
325,pedagogical-1,NA,2.449,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
325,pedagogical-1,NA,5.028,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,no,mc,followup,
325,pedagogical-1,been_while,3.484,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
325,pedagogical-1,NA,24.902,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","a researcher introduced me to a dax, which has green feathers.",freeform,followup,
337,pedagogical-1,Margaret,17.13,,botcaptcha,0,"Charles says to Margaret: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Margaret'],freeform,attention,
337,pedagogical-1,tiger,16.779,False,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.", tiger,freeform,attention,
337,pedagogical-1,,3.744,,,,,,,introduction,
337,pedagogical-1,NA,10.706,True,predicted_probability,,Imagine that you come across another wug. What are the chances that it has green feathers?,0.63,slider,followup,
337,pedagogical-1,wug,3.674,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,wug,grid,followup,
337,pedagogical-1,NA,6.88,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
337,pedagogical-1,NA,10.096,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,no,mc,followup,
337,pedagogical-1,been_while,7.505,False,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",just_arrived,mc,followup,
337,pedagogical-1,NA,48.62,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.",The researcher went to a new planet and discovered a species called wugs that have green feathers.,freeform,followup,
302,pedagogical-1,Patricia,8.469,,botcaptcha,0,"Charles says to Patricia: ""It's a beautiful day, isn't it?"" Who is Charles talking to?",['Patricia'],freeform,attention,
302,pedagogical-1,tiger,18.306,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",Tiger,freeform,attention,
302,pedagogical-1,,10.831,,,,,,,introduction,
302,pedagogical-1,NA,5.945,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it squeaks?,0.93,slider,followup,
302,pedagogical-1,dax,4.247,True,name_identification,,What is the name of the item you learned about? Please select its name from the options below.,dax,grid,followup,
302,pedagogical-1,NA,2.466,True,generic_endorsement,,Would you say the following is true?,yes,mc,followup,
302,pedagogical-1,NA,10.841,True,perceived_character_knowledge,,Please refer to the image below. Did this character know that daxes could squeak before you observed it together?,yes,mc,followup,
302,pedagogical-1,been_while,7.217,True,character_arrival,,"Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",been_while,mc,followup,
302,pedagogical-1,NA,88.869,True,freeform_followup,,"In the text box below, please describe briefly what happened in this experiment.","Upon arriving, there was a researcher who was on the planet for some time. They showed an object called a Dax. The researcher then proceeded to demonstrate the ""Dax"" making a squeaking noise when squeezed. ",freeform,followup,
308,pedagogical-1,Jessica,7.868,,botcaptcha,0,"Robert says to Jessica: ""It's a beautiful day, isn't it?"" Who is Robert talking to?",['Jessica'],freeform,attention,
308,pedagogical-1,shadow,17.429,True,sound_check,,"Please adjust your system volume to a comfortable level. When you are ready, click the Test button. You will hear a word like ""skyscraper"". Enter the word you hear into the box below and click Continue when you are finished.",shadow,freeform,attention,
308,pedagogical-1,,11.807,,,,,,,introduction,
308,pedagogical-1,NA,9.296,True,predicted_probability,,Imagine that you come across another dax. What are the chances that it has green feathers?,0.94,slider,followup,
