workerid,proliferate.condition,agent,background,correct_answer,followup_name,grid_labels,item_name,item_presentation_condition,n_examples,object,options,prompt,property,response_type,show_generic,show_object,show_scene,slide_num,slider_label_l,slider_label_r,speaker,type,error
744,pedagogical-2,Monkey,4,,,,"['wug', 'wugs']",pedagogical,2,"['artifact', ['artifact02', 'artifact01', 'artifact03', 'artifact04', 'artifact05'], 'squeaking']",,,,,,,,3,,,tg,object_property,
744,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it squeaks?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
744,pedagogical-2,,,wug,name_identification,"['vicket', 'yem', 'wug', 'nar', 'blus', 'zobby']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
744,pedagogical-2,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,squeaking,mc,True,,False,6,,,,followup,
744,pedagogical-2,Monkey,4,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,2,"['artifact', ['artifact02', 'artifact01', 'artifact03', 'artifact04', 'artifact05'], 'squeaking']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could squeak before you observed it together?,,mc,False,True,True,7,,,,followup,
744,pedagogical-2,Monkey,4,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,2,"['artifact', ['artifact02', 'artifact01', 'artifact03', 'artifact04', 'artifact05'], 'squeaking']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
744,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
768,pedagogical-2,Monkey,10,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
768,pedagogical-2,Monkey,10,,,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird02', 'bird09', 'bird01', 'bird06', 'bird08'], 'green feathers']",,,,,,,,2,,,mh,object_encounter,
768,pedagogical-2,Monkey,10,,,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird02', 'bird09', 'bird01', 'bird06', 'bird08'], 'green feathers']",,,,,,,,3,,,mh,object_property,
768,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
768,pedagogical-2,,,wug,name_identification,"['nar', 'yem', 'blus', 'vicket', 'zobby', 'wug']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
768,pedagogical-2,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
768,pedagogical-2,Monkey,10,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird02', 'bird09', 'bird01', 'bird06', 'bird08'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
768,pedagogical-2,Monkey,10,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,2,"['bird', ['bird02', 'bird09', 'bird01', 'bird06', 'bird08'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
768,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
706,pedagogical-2,Sheep,2,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
706,pedagogical-2,Sheep,2,,,,"['dax', 'daxes']",pedagogical,2,"['bird', ['bird01', 'bird02', 'bird08', 'bird09', 'bird06'], 'green feathers']",,,,,,,,2,,,mh,object_encounter,
706,pedagogical-2,Sheep,2,,,,"['dax', 'daxes']",pedagogical,2,"['bird', ['bird01', 'bird02', 'bird08', 'bird09', 'bird06'], 'green feathers']",,,,,,,,3,,,mh,object_property,
706,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
706,pedagogical-2,,,dax,name_identification,"['dax', 'blus', 'vicket', 'nar', 'zobby', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
706,pedagogical-2,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
706,pedagogical-2,Sheep,2,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['bird', ['bird01', 'bird02', 'bird08', 'bird09', 'bird06'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
706,pedagogical-2,Sheep,2,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['bird', ['bird01', 'bird02', 'bird08', 'bird09', 'bird06'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
706,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
717,pedagogical-2,Sheep,6,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
717,pedagogical-2,Sheep,6,,,,"['fep', 'feps']",pedagogical,2,"['bird', ['bird06', 'bird09', 'bird08', 'bird02', 'bird01'], 'green feathers']",,,,,,,,2,,,tg,object_encounter,
717,pedagogical-2,Sheep,6,,,,"['fep', 'feps']",pedagogical,2,"['bird', ['bird06', 'bird09', 'bird08', 'bird02', 'bird01'], 'green feathers']",,,,,,,,3,,,tg,object_property,
717,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another fep. What are the chances that it has green feathers?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
717,pedagogical-2,,,fep,name_identification,"['blus', 'vicket', 'zobby', 'fep', 'nar', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
717,pedagogical-2,,,NA,generic_endorsement,,"['fep', 'feps']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,green feathers,mc,True,,False,6,,,,followup,
717,pedagogical-2,Sheep,6,NA,perceived_character_knowledge,,"['fep', 'feps']",pedagogical,2,"['bird', ['bird06', 'bird09', 'bird08', 'bird02', 'bird01'], 'green feathers']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that feps could have green feathers before you observed it together?,,mc,False,True,True,7,,,,followup,
717,pedagogical-2,Sheep,6,been_while,character_arrival,,"['fep', 'feps']",pedagogical,2,"['bird', ['bird06', 'bird09', 'bird08', 'bird02', 'bird01'], 'green feathers']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
717,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
778,pedagogical-2,Tiger,3,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
778,pedagogical-2,Tiger,3,,,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower03', 'flower04', 'flower05', 'flower02', 'flower01'], 'purple petals']",,,,,,,,2,,,tg,object_encounter,
778,pedagogical-2,Tiger,3,,,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower03', 'flower04', 'flower05', 'flower02', 'flower01'], 'purple petals']",,,,,,,,3,,,tg,object_property,
778,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
778,pedagogical-2,,,dax,name_identification,"['zobby', 'yem', 'dax', 'vicket', 'blus', 'nar']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
778,pedagogical-2,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
778,pedagogical-2,Tiger,3,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower03', 'flower04', 'flower05', 'flower02', 'flower01'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
778,pedagogical-2,Tiger,3,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower03', 'flower04', 'flower05', 'flower02', 'flower01'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
778,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
689,pedagogical-2,Tiger,10,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
689,pedagogical-2,Tiger,10,,,,"['wug', 'wugs']",pedagogical,2,"['flower', ['flower04', 'flower01', 'flower05', 'flower03', 'flower02'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
689,pedagogical-2,Tiger,10,,,,"['wug', 'wugs']",pedagogical,2,"['flower', ['flower04', 'flower01', 'flower05', 'flower03', 'flower02'], 'purple petals']",,,,,,,,3,,,mh,object_property,
689,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another wug. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
689,pedagogical-2,,,wug,name_identification,"['zobby', 'yem', 'wug', 'nar', 'vicket', 'blus']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
689,pedagogical-2,,,NA,generic_endorsement,,"['wug', 'wugs']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
689,pedagogical-2,Tiger,10,NA,perceived_character_knowledge,,"['wug', 'wugs']",pedagogical,2,"['flower', ['flower04', 'flower01', 'flower05', 'flower03', 'flower02'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that wugs could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
689,pedagogical-2,Tiger,10,been_while,character_arrival,,"['wug', 'wugs']",pedagogical,2,"['flower', ['flower04', 'flower01', 'flower05', 'flower03', 'flower02'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
689,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
788,pedagogical-2,Bear,9,,,,,pedagogical,,,,,,,,,,1,,,mh,agent_intro,
788,pedagogical-2,Bear,9,,,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower04', 'flower03', 'flower05', 'flower02', 'flower01'], 'purple petals']",,,,,,,,2,,,mh,object_encounter,
788,pedagogical-2,Bear,9,,,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower04', 'flower03', 'flower05', 'flower02', 'flower01'], 'purple petals']",,,,,,,,3,,,mh,object_property,
788,pedagogical-2,,,NA,predicted_probability,,,pedagogical,2,,,Imagine that you come across another dax. What are the chances that it has purple petals?,,slider,False,,False,4,0% (impossible),100% (certain),,followup,
788,pedagogical-2,,,dax,name_identification,"['vicket', 'blus', 'nar', 'dax', 'zobby', 'yem']",,pedagogical,,,,What is the name of the item you learned about? Please select its name from the options below.,,grid,False,,False,5,,,,followup,
788,pedagogical-2,,,NA,generic_endorsement,,"['dax', 'daxes']",pedagogical,,,"[['Yes', 'yes'], ['No', 'no']]",Would you say the following is true?,purple petals,mc,True,,False,6,,,,followup,
788,pedagogical-2,Bear,9,NA,perceived_character_knowledge,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower04', 'flower03', 'flower05', 'flower02', 'flower01'], 'purple petals']","[['Yes', 'yes'], ['No', 'no']]",Please refer to the image below. Did this character know that daxes could have purple petals before you observed it together?,,mc,False,True,True,7,,,,followup,
788,pedagogical-2,Bear,9,been_while,character_arrival,,"['dax', 'daxes']",pedagogical,2,"['flower', ['flower04', 'flower03', 'flower05', 'flower02', 'flower01'], 'purple petals']","[['This character is a new researcher who just arrived here', 'just_arrived'], ['This character has been doing research on this planet for a while', 'been_while']]","Please refer to the image below. Is this character a new researcher who just arrived here, or have they been doing research on this planet for a while?",,mc,False,False,True,8,,,,followup,
788,pedagogical-2,,,NA,freeform_followup,,,pedagogical,,,,"In the text box below, please describe briefly what happened in this experiment.",,freeform,False,,False,9,,,,followup,
735,pedagogical-2,Elephant,6,,,,,pedagogical,,,,,,,,,,1,,,tg,agent_intro,
735,pedagogical-2,Elephant,6,,,,"['dax', 'daxes']",pedagogical,2,"['artifact', ['artifact03', 'artifact01', 'artifact04', 'artifact05', 'artifact02'], 'squeaking']",,,,,,,,2,,,tg,object_encounter,
